País,Capacidad_kW,DC_AC_Ratio,Tilt,Azimuth,Energía_MWh,LCOE_$_kWh
CHL,100,1.3,22.3,0,214.03,0.5707
CHL,100,1.3,17.3,0,213.63,0.5717
CHL,100,1.0,27.3,0,213.48,0.5721
CHL,100,1.1,27.3,0,213.5,0.5721
CHL,100,1.2,27.3,0,213.48,0.5721
CHL,100,1.3,27.3,0,213.03,0.5733
CHL,100,1.4,22.3,45,212.87,0.5737
CHL,100,1.4,17.3,45,212.61,0.5744
CHL,100,1.1,12.3,0,212.49,0.5747
CHL,100,1.0,12.3,0,212.46,0.5748
CHL,100,1.2,12.3,0,212.47,0.5748
CHL,100,1.3,12.3,0,211.86,0.5764
CHL,100,1.4,27.3,45,211.38,0.5777
CHL,100,1.0,32.3,0,211.14,0.5783
CHL,100,1.1,32.3,0,211.16,0.5783
CHL,100,1.2,32.3,0,211.14,0.5783
CHL,100,1.4,12.3,45,210.83,0.5792
CHL,100,1.4,22.3,0,210.77,0.5794
CHL,100,1.3,32.3,0,210.67,0.5796
CHL,100,1.4,17.3,0,210.39,0.5804
CHL,100,1.4,27.3,0,209.89,0.5817
CHL,100,1.0,12.3,90,209.23,0.5835
CHL,100,1.1,12.3,90,209.24,0.5835
CHL,100,1.2,12.3,90,209.16,0.5837
CHL,100,1.1,17.3,90,209.12,0.5838
CHL,100,1.0,17.3,90,209.11,0.5839
CHL,100,1.2,17.3,90,208.94,0.5843
CHL,100,1.4,12.3,0,208.73,0.5849
CHL,100,1.4,32.3,45,208.46,0.5856
CHL,100,1.0,22.3,90,207.87,0.5873
CHL,100,1.1,22.3,90,207.87,0.5873
CHL,100,1.3,12.3,90,207.79,0.5875
CHL,100,1.4,32.3,0,207.73,0.5877
CHL,100,1.2,22.3,90,207.58,0.5881
CHL,100,1.3,17.3,90,207.14,0.5893
CHL,100,1.0,27.3,90,205.78,0.5931
CHL,100,1.1,27.3,90,205.78,0.5931
CHL,100,1.2,27.3,90,205.32,0.5945
CHL,100,1.3,22.3,90,205.3,0.5945
CHL,100,1.4,12.3,90,204.34,0.5972
CHL,100,1.4,17.3,90,203.26,0.6004
CHL,100,1.0,32.3,90,202.86,0.6015
CHL,100,1.1,32.3,90,202.86,0.6015
CHL,100,1.3,27.3,90,202.31,0.6032
CHL,100,1.2,32.3,90,202.07,0.6038
CHL,100,1.4,22.3,90,200.73,0.6078
CHL,100,1.1,12.3,315,200.41,0.6088
CHL,100,1.2,12.3,315,200.41,0.6088
CHL,100,1.0,12.3,315,200.36,0.6089
CHL,100,1.3,12.3,315,200.13,0.6096
CHL,100,1.4,12.3,315,197.81,0.6166
CHL,100,1.3,32.3,90,197.77,0.6168
CHL,100,1.1,17.3,315,197.4,0.6179
CHL,100,1.2,17.3,315,197.41,0.6179
CHL,100,1.0,17.3,315,197.36,0.618
CHL,100,1.3,17.3,315,197.27,0.6183
CHL,100,1.4,27.3,90,196.47,0.6208
CHL,100,1.4,17.3,315,195.14,0.6249
CHL,100,1.1,22.3,315,193.76,0.6293
CHL,100,1.2,22.3,315,193.77,0.6293
CHL,100,1.0,22.3,315,193.71,0.6295
CHL,100,1.3,22.3,315,193.71,0.6295
CHL,100,1.4,22.3,315,191.92,0.6352
CHL,100,1.4,32.3,90,190.95,0.6384
CHL,100,1.1,27.3,315,189.63,0.6428
CHL,100,1.2,27.3,315,189.64,0.6428
CHL,100,1.3,27.3,315,189.61,0.6429
CHL,100,1.0,27.3,315,189.57,0.643
CHL,100,1.4,27.3,315,188.26,0.6474
CHL,100,1.2,12.3,270,187.41,0.6503
CHL,100,1.1,12.3,270,187.39,0.6504
CHL,100,1.0,12.3,270,187.32,0.6506
CHL,100,1.3,12.3,270,187.21,0.651
CHL,100,1.4,12.3,270,185.48,0.657
CHL,100,1.2,32.3,315,184.94,0.6589
CHL,100,1.3,32.3,315,184.92,0.6589
CHL,100,1.1,32.3,315,184.91,0.659
CHL,100,1.0,32.3,315,184.85,0.6592
CHL,100,1.4,32.3,315,184.01,0.6621
CHL,100,1.2,17.3,270,179.78,0.6775
CHL,100,1.1,17.3,270,179.75,0.6776
CHL,100,1.0,17.3,270,179.68,0.6779
CHL,100,1.3,17.3,270,179.67,0.6779
CHL,100,1.4,17.3,270,178.24,0.6832
CHL,100,1.2,22.3,270,173.05,0.7034
CHL,100,1.1,22.3,270,173.01,0.7036
CHL,100,1.3,22.3,270,173.01,0.7036
CHL,100,1.0,22.3,270,172.93,0.7039
CHL,100,1.4,22.3,270,171.84,0.7083
CHL,100,1.2,27.3,270,166.52,0.7306
CHL,100,1.3,27.3,270,166.52,0.7306
CHL,100,1.1,27.3,270,166.48,0.7308
CHL,100,1.0,27.3,270,166.39,0.7312
CHL,100,1.4,27.3,270,165.61,0.7346
CHL,100,1.2,32.3,270,160.21,0.759
CHL,100,1.3,32.3,270,160.22,0.759
CHL,100,1.1,32.3,270,160.15,0.7593
CHL,100,1.0,32.3,270,160.05,0.7598
CHL,100,1.4,32.3,270,159.55,0.7621
CHN,10000,1.0,27.0,135,16891.67,0.0171
CHN,10000,1.0,32.0,135,16999.89,0.0171
CHN,10000,1.0,32.0,180,16831.95,0.0171
CHN,10000,1.0,37.0,135,17014.58,0.0171
CHN,10000,1.0,37.0,180,16810.81,0.0171
CHN,10000,1.0,42.0,135,16930.96,0.0171
CHN,10000,1.1,27.0,135,16899.1,0.0171
CHN,10000,1.1,32.0,135,17006.71,0.0171
CHN,10000,1.1,32.0,180,16839.88,0.0171
CHN,10000,1.1,37.0,135,17019.55,0.0171
CHN,10000,1.1,37.0,180,16818.62,0.0171
CHN,10000,1.1,42.0,135,16933.25,0.0171
CHN,10000,1.2,27.0,135,16897.9,0.0171
CHN,10000,1.2,32.0,135,16996.16,0.0171
CHN,10000,1.2,32.0,180,16839.18,0.0171
CHN,10000,1.2,37.0,135,16996.79,0.0171
CHN,10000,1.2,37.0,180,16812.88,0.0171
CHN,10000,1.2,42.0,135,16890.09,0.0171
CHN,10000,1.3,27.0,135,16840.79,0.0171
CHN,10000,1.3,32.0,135,16906.19,0.0171
CHN,10000,1.3,37.0,135,16860.33,0.0171
CHN,10000,1.0,27.0,180,16751.9,0.0172
CHN,10000,1.0,42.0,180,16692.48,0.0172
CHN,10000,1.0,47.0,135,16758.63,0.0172
CHN,10000,1.1,27.0,180,16760.14,0.0172
CHN,10000,1.1,42.0,180,16700.2,0.0172
CHN,10000,1.1,47.0,135,16757.14,0.0172
CHN,10000,1.2,27.0,180,16763.18,0.0172
CHN,10000,1.2,42.0,180,16687.52,0.0172
CHN,10000,1.2,47.0,135,16687.3,0.0172
CHN,10000,1.3,27.0,180,16729.86,0.0172
CHN,10000,1.3,32.0,180,16783.19,0.0172
CHN,10000,1.3,37.0,180,16729.11,0.0172
CHN,10000,1.3,42.0,135,16710.95,0.0172
CHN,10000,1.3,42.0,180,16579.8,0.0172
CHN,10000,1.4,27.0,135,16633.24,0.0172
CHN,10000,1.4,27.0,180,16572.67,0.0172
CHN,10000,1.4,32.0,135,16636.21,0.0172
CHN,10000,1.4,32.0,180,16591.32,0.0172
CHN,10000,1.0,47.0,180,16481.16,0.0173
CHN,10000,1.1,47.0,180,16488.88,0.0173
CHN,10000,1.2,47.0,180,16468.64,0.0173
CHN,10000,1.3,47.0,135,16480.22,0.0173
CHN,10000,1.3,47.0,180,16345.33,0.0173
CHN,10000,1.4,37.0,135,16543.97,0.0173
CHN,10000,1.4,37.0,180,16517.91,0.0173
CHN,10000,1.4,42.0,135,16373.05,0.0173
CHN,10000,1.4,42.0,180,16361.37,0.0173
CHN,10000,1.4,47.0,135,16140.12,0.0174
CHN,10000,1.4,47.0,180,16127.03,0.0174
CHN,10000,1.0,27.0,90,15028.22,0.018
CHN,10000,1.1,27.0,90,15038.26,0.018
CHN,10000,1.2,27.0,90,15042.37,0.018
CHN,10000,1.3,27.0,90,15028.23,0.018
CHN,10000,1.4,27.0,90,14925.91,0.018
CHN,10000,1.0,32.0,90,14879.33,0.0181
CHN,10000,1.1,32.0,90,14888.17,0.0181
CHN,10000,1.2,32.0,90,14890.95,0.0181
CHN,10000,1.3,32.0,90,14867.23,0.0181
CHN,10000,1.4,32.0,90,14734.89,0.0181
CHN,10000,1.0,27.0,225,14687.7,0.0182
CHN,10000,1.0,37.0,90,14674.93,0.0182
CHN,10000,1.1,27.0,225,14699.03,0.0182
CHN,10000,1.1,37.0,90,14682.47,0.0182
CHN,10000,1.2,27.0,225,14706.44,0.0182
CHN,10000,1.2,37.0,90,14683.79,0.0182
CHN,10000,1.3,27.0,225,14709.17,0.0182
CHN,10000,1.3,32.0,225,14547.48,0.0182
CHN,10000,1.3,37.0,90,14645.87,0.0182
CHN,10000,1.4,27.0,225,14677.9,0.0182
CHN,10000,1.0,32.0,225,14526.3,0.0183
CHN,10000,1.0,42.0,90,14425.05,0.0183
CHN,10000,1.1,32.0,225,14537.73,0.0183
CHN,10000,1.1,42.0,90,14431.9,0.0183
CHN,10000,1.2,32.0,225,14545.23,0.0183
CHN,10000,1.2,42.0,90,14430.97,0.0183
CHN,10000,1.3,42.0,90,14372.76,0.0183
CHN,10000,1.4,32.0,225,14513.44,0.0183
CHN,10000,1.4,37.0,90,14482.13,0.0183
CHN,10000,1.0,37.0,225,14313.44,0.0184
CHN,10000,1.1,37.0,225,14325.07,0.0184
CHN,10000,1.2,37.0,225,14332.76,0.0184
CHN,10000,1.3,37.0,225,14334.64,0.0184
CHN,10000,1.4,37.0,225,14298.19,0.0184
CHN,10000,1.0,47.0,90,14128.97,0.0185
CHN,10000,1.1,42.0,225,14042.72,0.0185
CHN,10000,1.1,47.0,90,14135.42,0.0185
CHN,10000,1.2,42.0,225,14050.71,0.0185
CHN,10000,1.2,47.0,90,14131.11,0.0185
CHN,10000,1.3,42.0,225,14052.45,0.0185
CHN,10000,1.3,47.0,90,14054.24,0.0185
CHN,10000,1.4,42.0,90,14186.05,0.0185
CHN,10000,1.0,42.0,225,14030.8,0.0186
CHN,10000,1.4,42.0,225,14015.43,0.0186
CHN,10000,1.2,47.0,225,13716.49,0.0187
CHN,10000,1.3,47.0,225,13718.48,0.0187
CHN,10000,1.4,47.0,90,13849.91,0.0187
CHN,10000,1.0,47.0,225,13695.8,0.0188
CHN,10000,1.1,47.0,225,13708.11,0.0188
CHN,10000,1.4,47.0,225,13682.69,0.0188
CHN,10000,1.0,27.0,270,12079.23,0.0199
CHN,10000,1.1,27.0,270,12094.13,0.0199
CHN,10000,1.2,27.0,270,12105.1,0.0199
CHN,10000,1.3,27.0,270,12113.04,0.0199
CHN,10000,1.4,27.0,270,12117.75,0.0199
CHN,10000,1.0,32.0,270,11650.94,0.0203
CHN,10000,1.1,32.0,270,11666.29,0.0203
CHN,10000,1.2,32.0,270,11677.73,0.0203
CHN,10000,1.3,32.0,270,11686.13,0.0203
CHN,10000,1.4,32.0,270,11691.92,0.0203
CHN,10000,1.0,37.0,270,11220.25,0.0207
CHN,10000,1.1,37.0,270,11236.07,0.0207
CHN,10000,1.2,37.0,270,11247.98,0.0207
CHN,10000,1.3,37.0,270,11256.85,0.0207
CHN,10000,1.4,37.0,270,11263.29,0.0207
CHN,10000,1.0,42.0,270,10791.83,0.0211
CHN,10000,1.1,42.0,270,10808.13,0.0211
CHN,10000,1.2,42.0,270,10820.5,0.0211
CHN,10000,1.3,42.0,270,10829.85,0.0211
CHN,10000,1.4,42.0,270,10836.81,0.0211
CHN,10000,1.2,47.0,270,10391.79,0.0215
CHN,10000,1.3,47.0,270,10401.61,0.0215
CHN,10000,1.4,47.0,270,10409.05,0.0215
CHN,10000,1.0,47.0,270,10362.15,0.0216
CHN,10000,1.1,47.0,270,10378.94,0.0216
CHN,5000,1.0,32.0,135,8499.95,0.0241
CHN,5000,1.0,37.0,135,8507.29,0.0241
CHN,5000,1.1,32.0,135,8503.35,0.0241
CHN,5000,1.1,37.0,135,8509.78,0.0241
CHN,5000,1.2,32.0,135,8498.08,0.0241
CHN,5000,1.2,37.0,135,8498.4,0.0241
CHN,5000,1.0,27.0,135,8445.83,0.0242
CHN,5000,1.0,42.0,135,8465.48,0.0242
CHN,5000,1.1,27.0,135,8449.55,0.0242
CHN,5000,1.1,42.0,135,8466.63,0.0242
CHN,5000,1.2,27.0,135,8448.95,0.0242
CHN,5000,1.2,42.0,135,8445.05,0.0242
CHN,5000,1.3,32.0,135,8453.09,0.0242
CHN,5000,1.3,37.0,135,8430.17,0.0242
CHN,5000,1.0,27.0,180,8375.95,0.0243
CHN,5000,1.0,32.0,180,8415.97,0.0243
CHN,5000,1.0,37.0,180,8405.4,0.0243
CHN,5000,1.0,47.0,135,8379.31,0.0243
CHN,5000,1.1,27.0,180,8380.07,0.0243
CHN,5000,1.1,32.0,180,8419.94,0.0243
CHN,5000,1.1,37.0,180,8409.31,0.0243
CHN,5000,1.1,47.0,135,8378.57,0.0243
CHN,5000,1.2,27.0,180,8381.59,0.0243
CHN,5000,1.2,32.0,180,8419.59,0.0243
CHN,5000,1.2,37.0,180,8406.44,0.0243
CHN,5000,1.3,27.0,135,8420.39,0.0243
CHN,5000,1.3,27.0,180,8364.93,0.0243
CHN,5000,1.3,32.0,180,8391.6,0.0243
CHN,5000,1.3,37.0,180,8364.55,0.0243
CHN,5000,1.0,42.0,180,8346.24,0.0244
CHN,5000,1.1,42.0,180,8350.1,0.0244
CHN,5000,1.2,42.0,180,8343.76,0.0244
CHN,5000,1.2,47.0,135,8343.65,0.0244
CHN,5000,1.3,42.0,135,8355.47,0.0244
CHN,5000,1.4,27.0,135,8316.62,0.0244
CHN,5000,1.4,32.0,135,8318.1,0.0244
CHN,5000,1.3,42.0,180,8289.9,0.0245
CHN,5000,1.4,27.0,180,8286.34,0.0245
CHN,5000,1.4,32.0,180,8295.66,0.0245
CHN,5000,1.4,37.0,135,8271.98,0.0245
CHN,5000,1.4,37.0,180,8258.95,0.0245
CHN,5000,1.0,47.0,180,8240.58,0.0246
CHN,5000,1.1,47.0,180,8244.44,0.0246
CHN,5000,1.2,47.0,180,8234.32,0.0246
CHN,5000,1.3,47.0,135,8240.11,0.0246
CHN,5000,1.3,47.0,180,8172.67,0.0247
CHN,5000,1.4,42.0,135,8186.52,0.0247
